0,6,2,7,0,1,0,12,14,10,11,13,9,8,22,0,26,0,28,0,0,15,17,0,20,18,0,21,40,0,0,0,0,38,0,0,30,32,33,34,29,0,43,48,45,49,46,47,0
32,34,30,35,33,29,0,40,42,0,0,0,37,0,1,6,0,0,7,0,3,0,0,44,48,46,0,49,0,16,18,21,15,0,0,10,0,0,12,13,8,0,22,0,24,28,25,26,23
11,13,9,14,0,8,0,0,0,17,0,20,16,15,29,34,33,32,0,0,31,0,24,23,0,25,26,28,0,44,46,49,43,0,0,0,37,39,40,41,36,42,1,6,0,7,4,5,0
0,20,16,21,19,15,0,26,28,24,0,27,23,22,36,0,40,39,42,37,38,0,31,30,34,32,33,35,5,2,0,0,1,0,0,0,0,46,47,0,43,0,0,13,0,14,11,12,9
0,42,38,43,41,37,39,0,1,0,0,49,0,0,9,0,13,12,0,10,11,2,4,0,7,5,6,8,0,24,0,29,23,25,0,0,17,19,20,21,16,22,0,0,32,36,0,34,31
0,49,45,0,48,44,46,0,8,0,5,7,3,2,16,0,20,19,22,17,18,0,11,10,14,0,0,0,0,0,33,0,0,32,35,25,24,26,0,0,23,0,0,42,0,43,40,0,38
26,28,24,29,0,23,25,34,36,0,33,35,31,0,44,49,0,0,0,45,0,37,0,0,42,0,41,0,13,0,12,0,0,11,14,4,3,0,0,0,2,0,0,0,18,0,0,20,0
5,0,3,8,6,2,4,13,0,0,0,14,0,9,0,28,0,26,0,24,25,0,0,17,0,19,0,22,0,38,40,43,37,0,42,32,31,33,34,35,0,0,44,49,46,1,47,48,45
0,14,0,15,13,9,11,0,0,0,19,21,0,16,0,0,0,33,0,31,32,23,25,0,28,0,27,29,0,45,47,1,44,0,0,39,38,0,0,0,37,0,2,7,4,8,5,6,0
0,0,17,0,0,16,0,27,0,0,26,0,24,23,37,42,41,40,43,0,39,30,32,31,35,0,34,0,6,3,5,8,2,4,7,46,45,47,0,0,44,1,9,0,0,0,12,13,0
33,0,31,0,0,0,32,41,43,39,40,0,0,37,2,0,0,0,8,3,4,44,46,45,49,0,48,0,20,17,0,22,16,18,21,11,10,12,0,14,9,15,23,0,0,29,26,27,0
