15,0,12,13,0,0,11,36,0,0,34,0,35,32,43,39,42,0,40,45,44,3,1,0,48,47,0,46,0,0,26,0,27,31,0,0,0,24,20,23,18,0,10,0,4,0,0,5,7
0,0,47,48,2,49,0,22,24,23,0,0,0,18,29,25,0,0,26,0,30,0,0,35,0,33,37,32,16,11,0,0,13,0,15,5,8,0,0,9,4,7,45,43,39,0,41,40,42
0,24,19,20,23,21,18,43,45,0,41,0,0,39,1,0,49,0,47,0,2,0,0,7,6,5,9,4,0,32,33,0,34,38,0,26,29,0,27,0,25,28,17,15,11,16,13,12,14
0,0,5,6,9,7,4,0,0,0,27,26,28,25,36,32,35,34,33,38,37,45,43,42,41,40,44,39,23,18,19,21,0,0,0,12,15,17,13,0,0,14,0,1,46,2,48,47,49
29,0,26,27,30,28,0,1,3,2,0,47,49,46,8,4,0,6,0,10,0,17,15,0,13,12,0,11,44,39,0,42,0,45,0,0,36,38,34,0,0,35,24,22,18,23,0,19,21
36,38,33,34,37,0,32,8,0,9,6,5,7,4,15,11,0,0,12,17,0,24,22,21,20,19,23,0,2,0,0,49,48,3,1,40,43,45,0,44,39,42,31,29,25,30,27,26,28
0,45,40,41,0,0,39,15,0,16,0,12,0,11,22,18,21,20,0,24,0,31,29,28,0,26,30,0,9,4,0,0,6,10,8,0,1,3,48,2,0,49,38,36,32,37,34,0,0
31,33,28,29,32,0,27,0,0,4,1,0,2,48,10,6,9,8,7,12,11,19,17,0,15,14,18,13,46,41,42,44,0,47,45,0,38,40,36,39,34,0,26,24,20,0,0,0,0
38,0,35,0,39,37,34,10,12,0,0,7,9,6,17,13,0,15,0,19,0,26,24,23,22,21,25,20,0,48,49,2,0,0,3,0,45,0,43,46,41,44,0,0,27,32,0,0,0
45,0,42,0,0,44,41,17,19,18,0,0,0,13,24,20,23,22,21,26,25,33,31,0,29,28,32,27,11,0,7,0,8,12,10,0,3,0,1,0,0,2,40,38,34,39,36,35,37
17,19,0,15,0,16,13,38,0,39,0,0,0,34,0,0,0,0,42,0,46,0,3,2,0,49,4,48,0,27,28,30,0,33,31,21,0,26,22,0,20,23,12,10,6,11,0,7,0
24,26,21,22,25,0,20,0,47,0,43,0,44,0,3,48,0,1,49,0,0,12,10,0,8,0,0,0,39,34,35,37,36,40,38,0,0,33,29,32,27,30,19,0,13,18,15,14,16
3,5,0,1,4,2,48,24,0,25,22,0,0,20,31,27,30,29,28,33,0,40,38,37,0,35,39,34,18,13,14,0,0,19,0,7,10,12,0,0,6,0,47,45,41,0,43,42,44
10,12,7,8,11,9,0,31,33,0,29,28,30,0,0,34,0,36,35,0,39,47,0,0,0,42,46,41,25,0,21,0,22,26,24,0,17,19,15,0,0,16,5,0,48,4,0,0,2
0,0,0,2,5,3,49,25,27,26,23,22,24,21,32,0,0,0,0,0,0,41,39,38,37,36,40,35,19,14,15,0,16,0,18,8,0,13,9,12,0,10,48,0,42,47,0,43,45
0,27,22,0,26,0,0,46,0,47,44,0,0,0,0,0,3,2,1,0,5,0,11,10,0,8,12,0,40,35,36,38,0,41,39,29,0,0,30,33,28,31,20,18,0,19,16,15,17
46,48,43,44,47,45,42,18,0,0,16,15,17,14,25,21,0,23,0,27,26,34,32,31,0,29,0,0,0,7,8,10,9,13,11,1,0,0,0,0,49,3,41,39,0,40,37,0,0
32,34,29,30,33,0,0,0,0,0,0,1,3,0,11,0,10,9,0,0,12,20,18,17,0,15,0,0,0,42,0,0,0,0,46,0,39,41,37,40,35,38,0,25,21,26,23,0,24
39,41,36,37,40,38,35,0,13,12,9,8,10,7,18,0,0,0,0,20,19,0,25,0,23,22,26,21,5,49,1,3,0,6,0,43,0,48,44,0,42,45,0,32,0,0,30,29,31
18,20,15,0,19,0,14,39,41,40,37,0,38,0,46,42,45,44,43,0,47,6,0,3,2,1,5,49,0,0,29,31,0,34,32,22,25,27,0,26,21,24,13,11,7,12,0,8,0
11,13,8,0,0,10,7,32,0,33,30,29,31,28,39,35,38,0,36,41,40,48,0,0,44,43,47,42,26,21,0,24,23,0,0,0,18,0,0,19,14,17,6,4,49,5,2,1,3
20,0,17,18,21,19,0,41,0,0,39,38,40,37,0,0,47,46,45,0,49,8,6,5,4,0,7,2,35,30,31,33,32,36,34,24,27,29,0,28,23,26,15,13,0,0,0,0,12
48,1,45,0,49,47,44,0,22,21,18,17,19,0,27,0,0,25,24,29,28,36,34,33,32,31,0,30,14,0,10,12,11,15,0,3,6,8,0,7,0,0,43,41,0,42,39,38,40
13,15,10,11,0,12,9,34,36,0,32,31,0,30,41,37,40,39,0,43,42,1,48,47,46,45,0,44,28,23,0,26,0,0,0,17,0,22,0,21,0,0,8,0,2,7,4,3,5
0,8,3,4,7,5,2,27,0,0,25,24,26,23,34,30,33,32,31,36,35,43,41,40,0,38,42,37,21,0,17,19,0,0,0,10,0,0,0,0,9,12,1,48,0,0,46,0,47
41,43,38,39,42,40,37,13,15,14,0,0,0,9,20,0,19,18,17,0,21,29,27,26,25,24,28,23,7,0,3,5,4,8,0,45,48,1,46,0,44,0,0,0,0,0,32,31,33
0,36,31,0,35,0,30,0,0,0,4,3,5,2,13,9,12,11,0,15,14,22,20,0,18,17,21,0,49,44,0,47,0,1,0,38,41,43,39,0,37,40,29,27,23,0,25,24,26
0,29,0,25,0,26,23,48,1,49,46,45,47,44,0,2,0,4,0,0,7,15,0,12,11,10,14,9,0,37,38,40,39,43,41,31,34,36,32,0,0,33,22,0,0,0,18,0,19
16,18,0,14,0,15,0,37,0,38,35,0,36,0,44,40,43,0,41,46,45,0,2,0,49,48,0,47,31,26,0,29,0,0,30,20,23,0,21,24,0,22,11,0,5,10,0,0,8
9,11,6,7,10,0,5,30,32,31,28,27,29,26,0,33,0,0,34,0,0,0,44,0,42,41,45,40,0,19,20,22,0,25,0,0,0,0,0,0,0,15,4,0,0,0,49,48,1
0,0,27,28,31,0,26,2,0,3,0,48,0,47,9,0,8,0,0,11,10,18,0,15,0,13,17,12,0,0,41,43,42,0,44,34,37,0,35,0,33,36,0,23,19,0,21,20,22
0,4,48,49,3,1,47,23,25,24,0,20,22,19,30,26,29,28,0,32,31,0,37,36,0,0,38,33,0,12,13,15,14,18,16,0,0,11,0,10,5,8,46,44,0,45,0,0,43
44,46,41,42,0,0,40,0,0,17,14,0,0,12,23,19,22,0,20,0,24,32,30,29,28,0,31,26,10,0,6,8,7,0,9,48,0,4,0,3,0,1,0,37,0,38,0,0,36
0,25,0,0,24,22,19,44,46,0,42,41,43,0,2,47,1,49,0,4,3,11,0,8,7,6,0,5,0,33,34,36,35,39,37,0,0,0,0,31,26,29,18,0,12,0,0,13,15
37,0,0,35,38,36,33,9,11,10,0,6,8,5,0,12,15,0,0,18,17,25,23,22,0,20,0,19,3,0,48,1,49,4,0,41,0,46,0,45,40,43,0,30,0,31,28,27,29
