43,0,48,0,45,44,47,23,21,24,27,22,26,25,17,15,20,14,16,0,18,10,9,12,0,13,0,7,0,2,5,1,0,4,6,0,28,31,0,30,33,34,0,40,0,37,0,0,0
29,0,34,0,0,0,33,0,7,10,13,8,12,11,3,1,0,0,2,0,4,45,44,0,46,48,43,42,38,37,40,0,35,0,41,18,0,17,15,16,0,20,0,26,0,23,22,0,21
22,21,0,25,24,23,26,2,0,0,6,0,5,4,45,43,0,42,0,47,0,38,37,0,0,41,36,35,31,30,33,0,0,32,34,11,7,0,0,9,12,13,20,19,18,0,15,17,14
15,14,20,0,17,16,19,44,0,45,48,43,47,46,38,0,41,35,37,0,39,0,0,33,32,34,29,28,0,0,26,22,21,25,27,0,49,0,0,0,5,6,0,12,11,9,0,10,0
27,0,0,30,29,0,31,7,5,8,0,0,10,9,0,48,0,47,0,0,2,43,42,45,44,0,41,40,36,0,0,34,33,37,0,0,12,15,13,0,17,18,25,24,23,21,0,22,19
41,0,46,44,43,42,45,21,19,0,0,0,24,23,0,13,18,0,0,17,0,8,0,10,0,0,0,5,1,49,0,48,47,2,4,30,0,0,27,0,31,32,0,38,37,0,34,0,33
48,47,4,0,1,0,3,28,26,0,0,27,0,30,22,20,25,19,21,24,23,0,0,0,0,18,0,12,8,7,0,6,5,0,0,37,33,0,34,35,0,39,0,45,0,42,41,43,0
0,33,39,0,0,0,0,0,12,15,0,13,17,16,0,6,11,5,0,10,9,0,49,3,2,4,0,47,0,42,45,41,0,44,46,23,0,22,20,21,0,25,32,0,30,28,27,29,26
20,19,25,0,22,21,24,49,47,1,4,48,0,2,0,41,46,40,0,45,44,36,35,0,37,39,34,33,29,0,31,0,26,0,0,0,5,0,6,7,10,11,18,17,16,14,0,15,0
6,5,11,9,8,7,0,35,0,0,39,34,38,0,29,27,0,26,28,0,30,0,0,0,23,25,20,19,15,0,17,13,0,16,0,44,40,0,41,42,45,0,4,3,0,49,0,1,47
13,12,18,0,15,14,0,42,0,0,46,0,45,0,0,0,39,33,35,38,37,0,28,31,0,32,0,26,0,21,24,20,19,23,25,0,47,0,48,49,3,0,0,10,0,7,6,0,5
