0,6,7,0,9,5,0,3,41,34,39,0,37,40,35,36,61,62,64,59,0,0,63,60,20,18,19,22,0,21,24,25,15,16,17,13,12,11,14,0,30,32,0,28,26,29,0,31,45,0,43,49,47,42,0,48,50,51,52,0,0,55,0,0
60,0,63,58,1,61,64,0,33,26,31,0,29,32,27,0,53,0,56,51,50,57,0,0,12,10,0,14,15,0,16,17,7,8,0,0,4,0,0,0,22,0,19,20,18,21,0,23,37,36,35,0,39,34,38,0,0,0,44,0,46,47,0,49
42,44,45,0,0,43,46,41,0,8,13,12,11,0,0,10,35,36,38,0,32,0,0,0,58,56,57,60,61,59,62,63,0,54,55,51,0,49,52,48,4,6,1,2,0,0,7,0,0,18,17,23,21,16,20,22,0,25,26,0,28,29,30,0
34,36,37,32,39,35,38,0,0,0,5,4,3,0,1,2,27,28,0,25,0,31,0,0,0,48,0,0,53,51,0,55,0,46,47,43,42,0,44,40,60,62,57,58,56,59,0,0,11,0,9,15,13,8,12,14,16,17,18,19,20,21,0,23
26,28,29,0,0,27,30,0,63,56,61,0,59,62,0,58,19,20,22,17,16,0,21,0,42,40,41,44,0,43,46,47,37,38,0,35,0,33,0,32,52,0,49,0,48,51,55,0,0,2,1,0,5,64,4,6,0,0,10,0,12,0,14,0
18,0,21,0,23,0,0,0,55,48,53,0,51,54,49,50,11,12,14,9,8,15,0,0,34,32,0,0,37,0,38,39,29,30,31,27,0,25,28,0,44,46,0,0,0,0,47,45,59,58,57,63,0,56,0,62,64,0,2,3,4,5,6,7
0,12,13,8,0,0,14,9,47,40,45,0,43,46,41,42,3,4,0,0,0,7,5,2,0,24,25,28,29,27,30,0,21,0,23,0,0,17,20,16,0,38,33,34,32,35,39,37,51,50,49,55,53,0,0,0,56,57,58,59,0,0,62,63
0,4,5,0,7,3,6,1,39,32,37,36,35,0,33,0,59,60,62,57,0,0,0,0,18,16,17,20,0,19,0,23,0,14,15,0,10,0,12,8,28,30,25,26,0,27,31,29,0,42,41,0,45,0,44,46,48,49,0,0,52,53,54,55
0,60,0,56,63,0,62,57,0,24,29,0,0,0,0,0,0,52,54,0,48,0,0,50,10,8,9,12,13,11,14,0,5,0,7,0,2,1,4,0,20,22,17,0,16,19,23,21,0,34,33,39,37,32,36,38,0,41,42,43,44,45,0,47
50,52,53,0,0,51,54,49,0,0,0,20,19,0,0,18,43,44,46,41,40,47,45,0,2,0,0,4,5,3,0,7,61,62,0,59,58,57,60,56,12,14,9,0,8,0,15,0,0,0,0,31,29,24,28,30,32,0,34,35,0,37,38,0
7,9,0,5,0,0,0,6,0,37,42,0,40,43,0,39,64,1,0,0,0,0,2,63,23,21,22,25,26,24,0,28,0,0,20,0,15,14,17,0,33,35,30,31,29,32,0,34,0,47,46,0,50,45,0,51,53,54,55,56,57,58,59,60
63,1,2,61,4,0,3,62,36,29,34,33,32,0,30,31,56,0,59,54,53,0,58,55,0,13,14,17,18,16,19,0,10,0,0,8,7,6,9,5,25,0,22,23,21,24,0,26,0,39,0,0,42,37,41,43,45,46,0,48,0,50,0,52
23,25,0,21,0,0,27,22,0,53,0,57,56,59,54,55,0,17,19,14,13,20,18,15,0,0,38,41,42,40,43,44,34,35,36,0,0,30,0,29,49,51,46,47,45,48,52,50,64,63,62,0,2,61,1,3,5,0,7,8,0,10,0,12
0,17,18,13,0,0,19,0,0,45,50,49,48,51,46,0,8,0,0,0,5,0,10,7,31,29,0,33,34,32,0,36,26,27,28,24,0,22,25,21,41,43,38,39,37,40,0,0,56,55,54,60,0,0,0,59,0,0,63,64,0,2,3,4
0,0,50,45,52,48,0,46,0,0,18,17,0,19,14,15,40,41,43,38,37,0,0,39,63,61,62,1,2,0,3,4,58,59,60,56,0,54,57,53,9,11,0,0,5,0,12,10,24,23,22,28,0,21,25,27,0,30,31,0,0,34,0,36
55,57,58,53,60,56,59,0,28,0,26,0,0,0,0,0,48,49,0,0,0,0,50,47,7,5,0,9,0,0,11,0,0,3,4,64,63,0,1,0,17,0,14,0,13,16,20,0,32,31,30,36,34,0,33,35,37,38,39,40,0,42,43,44
39,41,42,37,44,40,0,38,12,5,0,9,8,0,0,7,32,0,35,30,0,0,34,0,55,0,54,0,0,56,0,60,0,51,52,48,47,46,49,45,1,3,0,0,61,64,4,2,16,15,14,20,18,13,17,19,21,22,23,24,0,26,27,28
0,33,34,0,36,32,35,30,0,0,2,1,0,0,62,0,0,25,0,22,0,28,26,0,47,0,46,49,50,48,51,0,0,0,44,40,39,38,41,37,57,59,54,55,53,56,60,58,8,7,0,0,10,5,9,0,13,14,15,16,17,18,0,20
29,31,32,27,0,30,0,28,0,59,64,0,62,1,60,61,22,0,0,20,0,26,24,0,45,43,0,47,48,0,0,0,40,0,0,38,37,0,39,0,55,0,52,53,51,54,58,0,6,5,4,0,0,3,7,9,11,0,13,0,15,0,17,18
13,15,16,11,18,14,17,12,0,0,0,47,46,0,0,45,6,7,0,0,3,10,0,0,29,0,0,31,32,30,33,34,24,25,0,0,21,20,23,0,39,41,36,37,35,38,42,0,54,53,52,58,56,0,0,57,59,60,61,62,0,64,1,0
45,47,48,43,50,46,0,44,18,11,16,0,14,17,0,13,0,39,0,0,35,42,40,37,0,59,60,63,0,62,1,2,56,0,58,0,53,52,55,0,7,9,4,5,3,6,10,8,22,21,0,26,0,19,23,0,0,28,0,30,31,32,0,34
53,55,56,0,58,0,57,0,0,0,0,23,0,0,0,21,46,47,49,44,0,50,48,45,5,0,4,7,8,6,9,10,64,1,2,0,61,0,0,59,0,17,0,13,11,0,0,16,30,29,28,34,32,0,0,33,0,36,0,38,39,0,41,42
5,7,8,3,10,6,9,0,42,35,0,0,38,41,0,0,0,0,1,60,59,2,64,0,0,0,20,0,24,22,25,26,0,17,18,14,13,12,15,11,31,33,28,0,27,0,0,0,46,45,44,50,48,43,0,49,51,52,53,54,55,0,57,58
0,39,0,35,0,38,0,36,10,3,8,7,6,9,4,5,30,0,0,0,27,34,0,29,53,51,52,55,56,0,0,0,48,0,50,0,0,0,0,0,0,1,60,61,0,62,2,0,14,0,0,0,16,11,15,0,19,20,21,22,23,24,25,26
21,23,24,0,26,0,25,20,58,51,56,55,54,57,52,53,0,15,0,12,0,18,16,13,37,0,36,0,40,38,41,0,32,33,0,30,29,28,0,27,0,0,44,0,43,46,0,0,62,0,0,0,64,59,0,0,3,0,5,6,0,0,9,10
61,63,0,0,2,62,0,0,34,27,32,31,30,33,28,29,54,0,57,52,51,58,56,0,13,11,12,15,0,14,17,18,8,0,10,6,5,4,0,3,0,0,0,21,19,0,26,0,38,37,36,42,40,0,39,41,43,0,45,0,47,48,49,50
57,0,60,55,62,58,0,56,30,23,28,27,26,29,24,0,0,51,53,48,47,54,0,49,9,0,8,11,12,10,13,14,0,0,6,2,1,64,3,63,19,0,0,0,0,0,22,20,0,0,32,38,36,31,35,37,39,0,41,42,0,44,45,46
41,43,44,39,0,42,45,0,0,7,12,11,10,13,8,9,34,35,37,0,0,38,36,33,57,55,0,0,60,58,0,62,52,0,0,50,0,48,51,0,0,5,64,1,0,2,6,0,18,17,0,22,0,15,19,21,23,24,25,0,0,28,0,30
33,0,0,0,38,0,37,32,6,63,4,3,2,5,64,1,0,27,29,0,0,30,28,0,49,47,48,0,52,50,0,0,44,45,0,42,41,0,0,39,59,61,0,0,55,0,62,0,10,9,8,0,0,0,11,13,0,16,17,18,19,0,21,0
0,19,20,15,0,18,0,0,54,47,52,0,50,53,48,49,10,11,0,8,7,14,0,9,33,31,0,0,0,34,37,38,0,29,30,26,0,24,0,23,43,45,40,41,39,42,46,44,58,0,56,62,60,0,0,0,63,64,1,2,3,4,0,6
25,27,0,23,30,26,29,24,62,55,60,0,58,61,56,57,18,19,21,0,0,0,0,0,41,39,40,43,44,0,0,0,36,0,0,34,33,32,0,0,51,53,48,0,47,50,54,52,0,0,64,6,0,0,3,5,7,8,0,10,11,0,0,14
49,51,52,47,54,50,53,48,22,0,0,19,18,0,0,17,42,0,45,40,0,46,44,41,1,63,0,3,4,2,5,0,60,61,0,58,57,56,59,55,11,13,8,0,7,10,14,0,26,0,0,30,0,23,27,29,31,32,33,0,0,36,0,38
0,11,0,7,14,10,13,8,46,39,44,0,42,45,40,0,0,3,0,64,63,6,4,0,0,0,24,27,28,26,29,30,20,21,0,18,17,16,0,15,0,0,0,0,0,34,38,0,50,49,0,0,52,47,51,53,55,56,57,0,59,60,61,62
0,0,4,63,6,2,5,0,0,31,36,35,34,37,0,33,58,59,61,56,55,62,0,0,17,15,16,0,20,18,0,22,0,0,14,10,9,8,11,7,27,29,24,25,23,26,30,0,42,0,40,46,44,0,0,0,47,48,49,50,51,0,53,0
0,16,17,0,19,0,18,13,51,0,49,48,47,50,45,46,7,0,10,5,4,11,9,6,30,28,29,32,33,31,34,35,25,26,27,0,22,21,0,20,40,0,0,0,36,39,0,41,55,54,53,59,57,0,56,58,0,0,62,0,64,1,2,0
38,40,0,36,0,39,42,0,0,4,9,8,0,0,5,6,0,32,34,29,0,0,33,0,0,52,53,56,0,55,58,59,49,0,0,0,46,0,0,44,64,2,61,62,60,63,3,1,15,14,0,19,17,12,16,18,0,0,22,23,24,0,26,27
6,8,9,0,0,7,10,5,43,36,41,40,0,42,37,38,63,0,2,61,60,3,0,0,22,0,21,24,25,23,26,27,17,18,19,15,14,13,0,12,32,34,29,30,0,0,35,33,0,0,0,51,49,44,48,0,52,53,54,55,0,57,0,59
22,24,25,20,27,23,0,0,0,0,57,56,55,58,53,54,15,16,18,13,12,19,0,14,38,0,37,40,41,0,0,0,33,34,35,0,0,29,0,28,0,50,45,46,44,47,51,49,63,62,61,0,1,60,64,0,4,5,0,7,8,0,0,11
0,48,49,44,0,47,50,45,19,0,17,16,15,18,13,14,39,0,42,37,0,43,41,38,0,60,61,64,0,0,0,3,57,58,0,0,0,53,0,52,8,10,5,0,0,0,11,0,23,22,21,27,0,0,24,0,28,0,30,31,32,0,34,35
62,64,1,60,0,63,2,61,35,0,33,32,31,34,0,0,55,56,58,53,52,0,0,54,0,12,13,16,17,0,0,0,9,0,11,7,6,5,8,0,0,0,0,22,20,23,27,25,39,38,37,43,41,36,40,42,44,45,46,0,0,0,50,0
0,0,0,52,59,55,58,53,27,20,0,24,23,26,21,22,0,48,50,0,44,51,49,46,6,4,5,8,9,7,10,11,1,2,3,63,62,0,0,0,0,18,0,0,12,15,19,0,31,0,29,0,33,28,0,34,0,0,38,0,40,41,42,43
30,32,33,28,0,31,34,29,3,60,0,64,63,2,0,0,23,0,0,21,20,27,25,22,46,0,45,0,0,47,50,51,0,42,43,0,0,37,0,0,56,0,0,54,52,55,0,57,0,6,5,11,9,4,8,0,12,0,0,15,16,17,0,19
19,21,22,17,0,0,23,0,56,49,54,53,0,0,0,51,0,0,15,10,0,16,14,11,35,33,0,0,0,36,39,40,30,31,32,28,0,26,0,25,45,0,42,43,0,44,48,0,0,59,58,64,0,57,0,63,1,0,3,4,5,6,0,0
11,13,14,9,16,0,15,10,48,41,46,45,0,47,42,0,4,0,0,0,1,8,6,3,27,0,26,29,30,28,31,32,22,0,24,20,19,18,0,17,37,39,0,35,33,36,40,0,52,0,50,0,54,0,53,55,57,0,0,60,0,62,63,0
27,0,30,0,32,28,31,26,64,0,62,61,60,63,58,0,20,0,0,18,17,24,22,19,0,41,0,45,46,44,0,48,0,0,0,0,0,34,37,33,0,0,0,0,0,0,56,54,4,0,0,8,0,1,5,7,9,0,11,0,0,14,15,0
51,53,54,49,0,0,55,0,24,17,22,21,20,23,18,19,0,45,47,42,0,48,46,0,0,1,2,5,0,4,0,0,62,63,64,0,59,58,61,0,13,15,0,11,0,12,16,0,28,27,0,0,0,25,0,31,33,34,35,36,0,0,0,0
3,5,0,1,0,0,7,2,0,33,38,37,36,39,0,35,60,61,63,58,57,64,62,59,19,17,18,0,0,20,23,0,0,15,0,12,11,0,13,9,0,0,26,0,0,0,32,30,0,0,0,48,46,0,0,0,0,50,51,52,0,54,55,56
0,0,62,57,0,60,63,58,32,25,0,29,28,0,26,0,0,0,55,50,49,0,54,51,11,9,10,13,14,0,0,0,0,0,0,4,0,2,0,0,0,23,0,19,17,20,24,22,0,0,0,40,38,0,37,39,41,0,43,44,45,46,0,48
43,45,0,41,48,0,47,0,16,9,14,13,12,15,10,11,36,0,39,34,33,40,38,35,0,57,0,61,62,0,63,64,54,55,56,52,51,50,0,49,5,7,2,0,0,4,8,0,0,19,18,24,22,17,21,0,25,26,0,28,29,30,31,0
35,37,0,33,0,36,0,34,8,0,6,5,0,7,0,3,28,0,31,26,25,32,30,27,0,49,50,0,54,0,0,56,0,47,0,44,43,0,0,0,61,0,0,0,0,60,64,62,0,0,0,0,14,0,13,0,17,18,19,20,0,22,0,24
